skill,experience,project_type,complexity,hours,price
graphic_design,intermediate,ecommerce,medium,183,9513.11
digital_marketing,beginner,landing_page,medium,17,189.52
web_dev,intermediate,web_scraper,high,33,1290.28
digital_marketing,expert,growth_hacking,low,15,1146.86
data_science,expert,script,low,12,1199.54
web_dev,intermediate,ecommerce,medium,115,9810.11
cloud_computing,expert,full_website,low,150,22415.11
ui_ux_design,intermediate,api_endpoint,medium,55,3984.44
python,intermediate,script,medium,24,1396.07
content_writing,beginner,landing_page,medium,10,87.96
ui_ux_design,expert,automation,high,29,3119.05
data_science,beginner,technical_whitepaper,low,54,2016.74
content_writing,beginner,growth_hacking,high,22,399.2
cloud_computing,expert,script,medium,16,2033.02
blockchain,beginner,saas_mvp,medium,153,6006.77
cloud_computing,intermediate,api_endpoint,medium,43,3838.64
cloud_computing,expert,full_website,high,48,11613.19
content_writing,expert,full_website,low,154,12175.26
app_dev,intermediate,saas_mvp,high,247,22354.94
blockchain,expert,technical_whitepaper,medium,14,2509.19
python,intermediate,automation,high,63,4926.64
graphic_design,intermediate,full_website,low,76,2097.93
app_dev,expert,landing_page,high,27,4440.64
app_dev,expert,full_website,medium,122,14740.96
web_dev,expert,web_scraper,medium,32,2517.44
web_dev,beginner,landing_page,low,7,119.73
cyber_security,expert,automation,medium,53,8826.69
data_science,intermediate,automation,low,69,3738.17
python,expert,api_endpoint,medium,7,689.88
digital_marketing,intermediate,landing_page,medium,11,515.72
python,intermediate,script,medium,8,500.41
app_dev,intermediate,automation,medium,20,1123.5
app_dev,expert,automation,high,66,9465.25
digital_marketing,beginner,landing_page,high,7,96.77
ui_ux_design,intermediate,full_website,medium,126,10398.46
blockchain,intermediate,web_scraper,medium,15,1145.88
cloud_computing,intermediate,technical_whitepaper,medium,8,642.42
python,expert,api_endpoint,high,40,5275.35
ui_ux_design,beginner,ecommerce,low,98,3287.25
digital_marketing,intermediate,landing_page,low,4,181.68
python,expert,automation,low,63,7111.83
content_writing,intermediate,growth_hacking,medium,14,400.38
blockchain,intermediate,api_endpoint,high,46,5262.91
graphic_design,beginner,growth_hacking,medium,82,1096.82
cyber_security,intermediate,web_scraper,low,7,488.78
content_writing,beginner,landing_page,low,8,82.57
web_dev,expert,full_website,high,118,14737.0
ui_ux_design,intermediate,ecommerce,low,90,4871.1
cloud_computing,intermediate,full_website,medium,30,2099.18
app_dev,intermediate,ecommerce,medium,52,4292.56
cyber_security,intermediate,api_endpoint,high,10,1230.83
content_writing,expert,landing_page,high,4,234.92
app_dev,beginner,landing_page,low,34,569.78
web_dev,expert,saas_mvp,high,204,38442.0
app_dev,intermediate,saas_mvp,medium,99,7973.87
web_dev,intermediate,saas_mvp,low,206,8860.68
content_writing,beginner,ecommerce,medium,123,2916.59
ui_ux_design,beginner,api_endpoint,high,55,2135.99
web_dev,beginner,saas_mvp,medium,229,7858.62
blockchain,beginner,technical_whitepaper,medium,63,2687.51
web_dev,expert,saas_mvp,medium,67,11536.86
python,intermediate,web_scraper,medium,19,1219.35
blockchain,intermediate,technical_whitepaper,low,29,1882.45
cloud_computing,beginner,automation,medium,54,1161.5
cloud_computing,intermediate,automation,low,47,3795.27
python,beginner,ai_model,low,60,2156.37
python,intermediate,automation,high,27,1818.97
digital_marketing,expert,growth_hacking,high,26,2206.92
ui_ux_design,intermediate,landing_page,low,35,1293.95
graphic_design,intermediate,saas_mvp,low,237,8686.58
blockchain,beginner,technical_whitepaper,medium,14,371.16
web_dev,expert,full_website,medium,78,7475.03
blockchain,beginner,saas_mvp,medium,187,5433.99
graphic_design,intermediate,saas_mvp,high,134,9113.66
blockchain,beginner,technical_whitepaper,medium,42,1707.47
web_dev,expert,full_website,medium,135,17174.89
cyber_security,expert,technical_whitepaper,medium,60,10030.59
graphic_design,intermediate,saas_mvp,medium,111,5744.08
blockchain,intermediate,web_scraper,medium,34,3131.46
blockchain,intermediate,automation,medium,69,4832.76
blockchain,intermediate,saas_mvp,medium,84,5801.4
app_dev,beginner,saas_mvp,high,184,10398.94
data_science,beginner,saas_mvp,medium,213,6556.32
python,intermediate,ai_model,medium,36,3855.99
cyber_security,intermediate,saas_mvp,low,136,15683.9
ui_ux_design,intermediate,ecommerce,high,213,15327.54
cyber_security,intermediate,web_scraper,high,25,1990.33
python,intermediate,saas_mvp,medium,244,20052.6
app_dev,beginner,full_website,high,142,6593.42
ui_ux_design,beginner,api_endpoint,high,41,1193.97
digital_marketing,expert,full_website,low,104,7833.52
python,intermediate,saas_mvp,high,244,31713.5
graphic_design,intermediate,ecommerce,high,210,19783.75
content_writing,expert,ecommerce,medium,112,7522.73
digital_marketing,intermediate,growth_hacking,medium,69,1969.04
python,intermediate,api_endpoint,medium,50,2707.97
digital_marketing,beginner,saas_mvp,high,125,3628.87
cyber_security,expert,saas_mvp,medium,160,29137.23
ui_ux_design,expert,automation,high,42,7307.1
app_dev,intermediate,landing_page,medium,7,366.19
data_science,intermediate,automation,low,24,1618.11
web_dev,intermediate,full_website,high,120,10908.16
ui_ux_design,expert,full_website,medium,27,3260.58
content_writing,expert,landing_page,medium,17,1397.05
ui_ux_design,beginner,automation,high,47,1716.19
graphic_design,expert,technical_whitepaper,medium,46,4628.29
cloud_computing,expert,saas_mvp,medium,144,21425.3
cloud_computing,intermediate,script,low,9,433.13
cloud_computing,intermediate,automation,high,69,7960.42
graphic_design,expert,landing_page,low,13,736.65
web_dev,beginner,full_website,high,69,1294.45
content_writing,intermediate,technical_whitepaper,low,56,1047.54
graphic_design,intermediate,saas_mvp,medium,75,5483.68
graphic_design,expert,saas_mvp,high,216,26732.17
cloud_computing,expert,automation,medium,30,5483.47
python,beginner,saas_mvp,low,64,1611.92
python,intermediate,ai_model,high,84,9173.43
cyber_security,intermediate,api_endpoint,low,28,1835.43
digital_marketing,intermediate,technical_whitepaper,medium,54,2244.7
web_dev,beginner,full_website,high,63,2379.31
python,beginner,web_scraper,medium,30,548.12
data_science,intermediate,script,medium,25,2064.77
python,intermediate,automation,low,67,4381.29
data_science,intermediate,api_endpoint,medium,33,1960.04
app_dev,expert,ecommerce,high,113,21384.17
graphic_design,intermediate,growth_hacking,high,65,4174.9
digital_marketing,intermediate,full_website,medium,68,4099.84
ui_ux_design,intermediate,ecommerce,medium,179,11928.96
content_writing,beginner,ecommerce,medium,152,1659.16
digital_marketing,expert,saas_mvp,low,119,14960.89
digital_marketing,intermediate,full_website,high,93,6173.37
ui_ux_design,expert,saas_mvp,low,191,27755.69
digital_marketing,beginner,technical_whitepaper,medium,51,1382.65
cyber_security,expert,web_scraper,low,21,2795.45
cyber_security,intermediate,web_scraper,high,26,1841.96
ui_ux_design,beginner,api_endpoint,low,17,217.24
ui_ux_design,intermediate,api_endpoint,high,34,2310.53
blockchain,expert,smart_contract,medium,58,14497.05
ui_ux_design,intermediate,automation,high,33,2556.34
web_dev,expert,full_website,medium,152,18178.74
digital_marketing,intermediate,full_website,medium,40,1736.63
app_dev,beginner,saas_mvp,medium,152,6939.09
cloud_computing,beginner,automation,high,17,984.02
cloud_computing,beginner,saas_mvp,high,160,6098.95
app_dev,intermediate,ecommerce,low,179,10827.64
web_dev,expert,full_website,low,49,5652.3
blockchain,expert,smart_contract,medium,18,4680.79
app_dev,intermediate,automation,medium,22,1098.23
data_science,intermediate,script,medium,3,131.4
python,intermediate,ai_model,medium,99,9735.5
app_dev,beginner,api_endpoint,high,42,1387.53
python,expert,saas_mvp,medium,190,22034.21
ui_ux_design,intermediate,full_website,low,75,2861.78
blockchain,beginner,api_endpoint,high,14,412.6
content_writing,beginner,script,low,24,320.14
data_science,intermediate,script,low,12,608.7
python,intermediate,saas_mvp,medium,242,18324.87
app_dev,intermediate,saas_mvp,low,248,13545.46
digital_marketing,beginner,ecommerce,medium,190,3119.27
web_dev,beginner,saas_mvp,high,187,7995.9
app_dev,intermediate,automation,high,50,4903.4
cyber_security,beginner,saas_mvp,high,102,5920.36
python,beginner,web_scraper,low,18,363.9
cyber_security,beginner,technical_whitepaper,high,53,2837.42
digital_marketing,intermediate,full_website,medium,74,3846.87
web_dev,beginner,api_endpoint,medium,11,208.62
content_writing,beginner,landing_page,high,24,253.58
cyber_security,intermediate,automation,medium,29,1569.25
digital_marketing,intermediate,growth_hacking,high,44,1947.99
cyber_security,intermediate,automation,low,33,3040.86
data_science,expert,ai_model,medium,117,27101.58
digital_marketing,intermediate,ecommerce,high,95,6201.47
digital_marketing,intermediate,ecommerce,low,46,2518.3
blockchain,beginner,api_endpoint,medium,35,1183.14
python,beginner,saas_mvp,medium,120,3840.1
cloud_computing,expert,api_endpoint,medium,42,6220.95
web_dev,expert,full_website,medium,140,14279.69
ui_ux_design,intermediate,ecommerce,high,94,11602.59
blockchain,expert,smart_contract,high,49,14415.18
blockchain,intermediate,automation,low,44,3263.24
ui_ux_design,beginner,ecommerce,medium,147,3052.11
cloud_computing,intermediate,script,high,15,907.24
web_dev,intermediate,api_endpoint,medium,41,2383.81
ui_ux_design,intermediate,api_endpoint,medium,17,1109.24
cloud_computing,intermediate,technical_whitepaper,medium,43,3428.81
ui_ux_design,intermediate,automation,low,66,3609.71
data_science,intermediate,saas_mvp,high,74,7976.86
digital_marketing,expert,landing_page,medium,31,2627.39
digital_marketing,expert,saas_mvp,medium,135,17101.39
ui_ux_design,expert,automation,high,66,11836.04
cloud_computing,intermediate,api_endpoint,medium,41,2599.67
content_writing,beginner,script,high,7,96.1
app_dev,intermediate,automation,high,50,2956.53
python,intermediate,api_endpoint,low,7,273.24
ui_ux_design,beginner,automation,medium,8,129.46
digital_marketing,intermediate,saas_mvp,high,202,10854.88
ui_ux_design,expert,automation,high,38,4382.67
content_writing,intermediate,script,high,13,696.39
blockchain,intermediate,automation,low,45,2246.69
content_writing,beginner,technical_whitepaper,low,28,317.46
cyber_security,intermediate,technical_whitepaper,low,38,2542.93
python,expert,saas_mvp,medium,116,13405.81
ui_ux_design,beginner,landing_page,medium,11,312.01
cyber_security,expert,automation,medium,70,7959.31
cloud_computing,beginner,api_endpoint,low,39,1379.51
cyber_security,beginner,script,medium,12,303.73
graphic_design,expert,saas_mvp,high,135,19556.0
web_dev,beginner,full_website,medium,134,2262.9
web_dev,expert,full_website,medium,38,5141.67
graphic_design,expert,full_website,medium,157,13121.23
blockchain,beginner,saas_mvp,low,158,6137.58
web_dev,beginner,full_website,medium,81,2339.48
web_dev,intermediate,ecommerce,medium,70,5471.83
content_writing,intermediate,technical_whitepaper,medium,28,820.0
data_science,intermediate,saas_mvp,low,179,13149.47
python,intermediate,ai_model,low,36,3361.43
python,intermediate,web_scraper,low,17,729.0
app_dev,intermediate,ecommerce,medium,158,8223.91
cloud_computing,beginner,saas_mvp,medium,268,8430.85
python,beginner,web_scraper,medium,5,150.04
content_writing,intermediate,landing_page,high,11,502.57
cyber_security,intermediate,web_scraper,low,11,540.19
ui_ux_design,beginner,saas_mvp,medium,83,3518.84
data_science,intermediate,script,medium,11,744.97
blockchain,intermediate,web_scraper,medium,26,2119.46
blockchain,beginner,web_scraper,medium,6,125.78
data_science,beginner,technical_whitepaper,low,43,927.69
digital_marketing,expert,technical_whitepaper,medium,65,7786.43
digital_marketing,beginner,ecommerce,medium,190,5772.79
web_dev,intermediate,web_scraper,medium,18,843.19
blockchain,expert,automation,high,58,14915.47
data_science,beginner,script,medium,17,373.56
app_dev,expert,landing_page,high,7,1055.18
digital_marketing,intermediate,technical_whitepaper,high,31,2484.3
cloud_computing,beginner,automation,high,55,1349.42
cyber_security,expert,technical_whitepaper,medium,9,1559.9
cloud_computing,expert,technical_whitepaper,medium,36,6001.59
content_writing,beginner,ecommerce,high,195,2981.09
cyber_security,beginner,api_endpoint,high,31,1647.28
cyber_security,expert,api_endpoint,medium,25,3052.42
web_dev,beginner,api_endpoint,medium,30,723.34
content_writing,intermediate,growth_hacking,high,45,2348.29
content_writing,intermediate,technical_whitepaper,low,24,635.85
graphic_design,intermediate,ecommerce,low,196,11206.24
app_dev,intermediate,ecommerce,medium,149,13323.34
ui_ux_design,expert,saas_mvp,medium,244,38140.78
python,intermediate,api_endpoint,high,24,2220.86
digital_marketing,intermediate,ecommerce,medium,197,12878.52
ui_ux_design,intermediate,automation,high,10,534.08
app_dev,intermediate,automation,high,51,5112.62
ui_ux_design,intermediate,landing_page,low,17,521.63
cloud_computing,expert,full_website,high,116,28738.12
cloud_computing,intermediate,automation,high,48,5373.17
python,beginner,ai_model,medium,99,3546.26
web_dev,intermediate,ecommerce,medium,53,3901.35
app_dev,intermediate,ecommerce,high,155,11455.99
cyber_security,beginner,script,high,16,700.23
blockchain,intermediate,smart_contract,low,87,7252.81
data_science,beginner,saas_mvp,medium,88,5084.7
python,beginner,saas_mvp,high,85,2418.2
blockchain,intermediate,saas_mvp,medium,84,11079.22
ui_ux_design,beginner,ecommerce,medium,65,2155.22
cyber_security,expert,technical_whitepaper,medium,19,2668.58
app_dev,intermediate,full_website,medium,46,4168.29
python,intermediate,web_scraper,medium,33,2350.58
ui_ux_design,expert,automation,low,10,853.96
app_dev,beginner,landing_page,low,10,179.81
cyber_security,expert,automation,medium,55,6702.66
graphic_design,intermediate,full_website,medium,52,3010.89
cyber_security,intermediate,automation,medium,53,5055.59
cloud_computing,beginner,script,medium,19,721.32
ui_ux_design,expert,saas_mvp,medium,170,23458.53
data_science,intermediate,technical_whitepaper,medium,14,1258.06
web_dev,expert,web_scraper,high,20,2762.94
content_writing,intermediate,full_website,medium,148,6044.48
python,intermediate,saas_mvp,high,232,21075.76
cloud_computing,expert,script,medium,15,2161.47
ui_ux_design,intermediate,saas_mvp,medium,231,12189.31
web_dev,intermediate,ecommerce,high,136,11936.65
blockchain,intermediate,technical_whitepaper,medium,64,6086.33
digital_marketing,expert,growth_hacking,low,70,4361.01
graphic_design,intermediate,technical_whitepaper,medium,41,1990.1
web_dev,intermediate,saas_mvp,high,137,11333.87
python,intermediate,ai_model,medium,96,7072.85
app_dev,beginner,full_website,high,44,1488.42
cloud_computing,beginner,script,medium,15,311.47
python,intermediate,script,medium,22,1106.07
digital_marketing,beginner,saas_mvp,low,146,2114.74
digital_marketing,beginner,saas_mvp,medium,116,3768.18
content_writing,intermediate,ecommerce,high,158,7942.96
ui_ux_design,intermediate,full_website,high,96,8288.23
python,intermediate,automation,low,49,2683.93
content_writing,expert,script,high,16,1152.23
web_dev,intermediate,ecommerce,medium,142,10789.25
cloud_computing,beginner,api_endpoint,medium,41,1408.19
data_science,beginner,automation,low,30,1040.22
content_writing,intermediate,landing_page,medium,23,721.94
content_writing,intermediate,technical_whitepaper,medium,14,620.84
graphic_design,intermediate,full_website,medium,135,6584.95
